area,avg_size,cars_per_apartment,cars_per_house,median_age_males,median_females,median_income,median_rent,mf_pop,never_married_females_over_15,never_married_males_over_15,percent_born_in _state,percent_born_in_other_state,percent_do_not_speak_english_well,percent_foreign_born,percent_married,percent_mortgage,percent_single_mothers,population
Area: 0.059 square miles,Average household size:Walnut Hill:2.8 peopleDes Moines:2.5 people,Here:2.0city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:36.0 yearsWhole city:33.1 years,Females:This neighborhood:38.4 yearsWhole city:35.7 years,"Walnut Hill:$12,500Des Moines:$49,203",Walnut Hill:$442Des Moines:$690,Males:145Females:104,Walnut Hill:16.8%city:18.9%,Walnut Hill:11.9%Des Moines:21.7%,Here:61.2%Des Moines:66.5%,Walnut Hill:22.7%Des Moines:20.3%,Walnut Hill:5.7%Des Moines:4.7%,Here:1.4%city:1.0%,Here:37.7%Des Moines:36.2%,Walnut Hill:72.8%Des Moines:69.8%,Walnut Hill:18.3%Des Moines:13.8%,Population: 249
Area: 0.771 square miles,Average household size:Waterbury:2.5 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:36.6 yearsWhole city:33.1 years,Females:This neighborhood:37.7 yearsWhole city:35.7 years,"Waterbury:$77,971Des Moines:$49,203",Waterbury:$764Des Moines:$690,"Males:1,697Females:1,877",Waterbury:11.9%city:18.9%,Waterbury:10.0%Des Moines:21.7%,Here:64.7%Des Moines:66.5%,Waterbury:31.0%Des Moines:20.3%,Waterbury:0.5%Des Moines:4.7%,Here:0.7%city:1.0%,Here:59.8%Des Moines:36.2%,Waterbury:73.3%Des Moines:69.8%,Waterbury:14.1%Des Moines:13.8%,"Population: 3,575"
Area: 0.090 square miles,Average household size:Waterbury Park:2.3 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:42.0 yearsWhole city:33.1 years,Females:This neighborhood:46.7 yearsWhole city:35.7 years,"Waterbury Park:$94,552Des Moines:$49,203",Waterbury Park:$880Des Moines:$690,Males:294Females:303,Waterbury Park:11.9%city:18.9%,Waterbury Park:8.9%Des Moines:21.7%,Here:64.7%Des Moines:66.5%,Waterbury Park:31.1%Des Moines:20.3%,Waterbury Park:1.0%Des Moines:4.7%,Here:0.7%city:1.0%,Here:67.6%Des Moines:36.2%,Waterbury Park:69.4%Des Moines:69.8%,Waterbury Park:9.3%Des Moines:13.8%,Population: 598
Area: 0.076 square miles,Average household size:Watrous Heights:2.3 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:2.2Des Moines:2.0,Median age:Males:This neighborhood:38.1 yearsWhole city:33.1 years,Females:This neighborhood:37.5 yearsWhole city:35.7 years,"Watrous Heights:$60,586Des Moines:$49,203",Watrous Heights:$653Des Moines:$690,Males:98Females:148,Watrous Heights:18.2%city:18.9%,Watrous Heights:11.5%Des Moines:21.7%,Here:64.6%Des Moines:66.5%,Watrous Heights:20.2%Des Moines:20.3%,Watrous Heights:6.9%Des Moines:4.7%,Here:0.1%city:1.0%,Here:48.7%Des Moines:36.2%,Watrous Heights:68.4%Des Moines:69.8%,Watrous Heights:17.4%Des Moines:13.8%,Population: 246
Area: 0.128 square miles,Average household size:Watrous Park:2.7 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:27.7 yearsWhole city:33.1 years,Females:This neighborhood:32.9 yearsWhole city:35.7 years,"Watrous Park:$52,115Des Moines:$49,203",Watrous Park:$676Des Moines:$690,Males:164Females:206,Watrous Park:21.4%city:18.9%,Watrous Park:14.7%Des Moines:21.7%,Here:72.6%Des Moines:66.5%,Watrous Park:23.3%Des Moines:20.3%,Watrous Park:0.7%Des Moines:4.7%,Here:0.3%city:1.0%,Here:34.3%Des Moines:36.2%,Watrous Park:78.2%Des Moines:69.8%,Watrous Park:29.3%Des Moines:13.8%,Population: 371
Area: 0.089 square miles,Average household size:Waveland Heights:2.4 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:37.3 yearsWhole city:33.1 years,Females:This neighborhood:38.7 yearsWhole city:35.7 years,"Waveland Heights:$75,663Des Moines:$49,203",Waveland Heights:$787Des Moines:$690,Males:192Females:278,Waveland Heights:21.6%city:18.9%,Waveland Heights:10.7%Des Moines:21.7%,Here:72.4%Des Moines:66.5%,Waveland Heights:22.2%Des Moines:20.3%,Waveland Heights:0.2%Des Moines:4.7%,Here:0.4%city:1.0%,Here:41.4%Des Moines:36.2%,Waveland Heights:71.1%Des Moines:69.8%,Waveland Heights:9.4%Des Moines:13.8%,Population: 471
Area: 0.027 square miles,Average household size:Waveland Hills:2.2 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:44.6 yearsWhole city:33.1 years,Females:This neighborhood:42.8 yearsWhole city:35.7 years,"Waveland Hills:$65,986Des Moines:$49,203",Waveland Hills:$763Des Moines:$690,Males:37Females:39,Waveland Hills:10.9%city:18.9%,Waveland Hills:22.0%Des Moines:21.7%,Here:71.5%Des Moines:66.5%,Waveland Hills:25.0%Des Moines:20.3%,Waveland Hills:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:38.6%Des Moines:36.2%,Waveland Hills:72.3%Des Moines:69.8%,Waveland Hills:6.5%Des Moines:13.8%,Population: 76
Area: 1.338 square miles,Average household size:Waveland Park:2.4 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:38.4 yearsWhole city:33.1 years,Females:This neighborhood:39.7 yearsWhole city:35.7 years,"Waveland Park:$79,309Des Moines:$49,203",Waveland Park:$712Des Moines:$690,"Males:1,711Females:2,055",Waveland Park:15.1%city:18.9%,Waveland Park:13.7%Des Moines:21.7%,Here:72.1%Des Moines:66.5%,Waveland Park:23.3%Des Moines:20.3%,Waveland Park:0.2%Des Moines:4.7%,Here:0.4%city:1.0%,Here:43.2%Des Moines:36.2%,Waveland Park:77.8%Des Moines:69.8%,Waveland Park:6.5%Des Moines:13.8%,"Population: 3,767"
Area: 0.265 square miles,Average household size:Waveland Woods:2.3 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:37.3 yearsWhole city:33.1 years,Females:This neighborhood:37.8 yearsWhole city:35.7 years,"Waveland Woods:$53,447Des Moines:$49,203",Waveland Woods:$764Des Moines:$690,Males:362Females:384,Waveland Woods:10.9%city:18.9%,Waveland Woods:22.0%Des Moines:21.7%,Here:71.3%Des Moines:66.5%,Waveland Woods:25.2%Des Moines:20.3%,Waveland Woods:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:38.5%Des Moines:36.2%,Waveland Woods:72.3%Des Moines:69.8%,Waveland Woods:6.6%Des Moines:13.8%,Population: 746
Area: 0.039 square miles,Average household size:Welker Woods:2.3 peopleDes Moines:2.5 people,Here:1.6city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:39.0 yearsWhole city:33.1 years,Females:This neighborhood:40.1 yearsWhole city:35.7 years,"Welker Woods:$89,659Des Moines:$49,203",Welker Woods:$685Des Moines:$690,Males:39Females:38,Welker Woods:13.5%city:18.9%,Welker Woods:11.5%Des Moines:21.7%,Here:72.3%Des Moines:66.5%,Welker Woods:25.2%Des Moines:20.3%,Welker Woods:0.0%Des Moines:4.7%,Here:0.9%city:1.0%,Here:55.0%Des Moines:36.2%,Welker Woods:65.3%Des Moines:69.8%,Welker Woods:8.9%Des Moines:13.8%,Population: 77
Area: 0.025 square miles,Average household size:Wessex:25.0 peopleDes Moines:2.5 people,Here:1.6city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:39.6 yearsWhole city:33.1 years,Females:This neighborhood:29.2 yearsWhole city:35.7 years,"Wessex:$54,118Des Moines:$49,203",Wessex:$713Des Moines:$690,Males:73Females:69,Wessex:27.5%city:18.9%,Wessex:27.7%Des Moines:21.7%,Here:52.0%Des Moines:66.5%,Wessex:35.2%Des Moines:20.3%,Wessex:4.3%Des Moines:4.7%,Here:3.1%city:1.0%,Here:25.4%Des Moines:36.2%,Wessex:69.8%Des Moines:69.8%,Wessex:5.9%Des Moines:13.8%,Population: 142
Area: 0.026 square miles,Average household size:West Des Moines Heights:2.5 peopleWest Des Moines:2.3 people,Here:1.7city:1.4,This neighborhood:2.0West Des Moines:2.0,Median age:Males:This neighborhood:38.4 yearsWhole city:34.3 years,Females:This neighborhood:34.5 yearsWhole city:34.7 years,"West Des Moines Heights:$73,571West Des Moines:$70,906",West Des Moines Heights:$775West Des Moines:$843,Males:40Females:41,West Des Moines Heights:18.6%city:15.2%,West Des Moines Heights:7.3%West Des Moines:15.5%,Here:66.7%West Des Moines:64.2%,West Des Moines Heights:21.0%West Des Moines:24.4%,West Des Moines Heights:0.0%West Des Moines:1.8%,Here:0.8%city:0.8%,Here:53.8%West Des Moines:47.5%,West Des Moines Heights:68.3%West Des Moines:72.3%,West Des Moines Heights:3.9%West Des Moines:7.4%,Population: 81
Area: 0.119 square miles,,,,,,,,,,,,,,,,,,
Area: 0.016 square miles,Average household size:West Park:1.7 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:30.6 yearsWhole city:33.1 years,Females:This neighborhood:31.8 yearsWhole city:35.7 years,"West Park:$42,356Des Moines:$49,203",West Park:$625Des Moines:$690,Males:14Females:15,West Park:27.1%city:18.9%,West Park:26.1%Des Moines:21.7%,Here:59.0%Des Moines:66.5%,West Park:36.1%Des Moines:20.3%,West Park:0.0%Des Moines:4.7%,Here:0.0%city:1.0%,Here:20.1%Des Moines:36.2%,West Park:76.7%Des Moines:69.8%,West Park:19.2%Des Moines:13.8%,Population: 29
Area: 0.051 square miles,,,,,,,,,,,,,,,,,,
Area: 0.041 square miles,Average household size:West University Place:2.1 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:36.2 yearsWhole city:33.1 years,Females:This neighborhood:40.2 yearsWhole city:35.7 years,"West University Place:$82,508Des Moines:$49,203",West University Place:$919Des Moines:$690,Males:70Females:76,West University Place:20.5%city:18.9%,West University Place:19.0%Des Moines:21.7%,Here:60.8%Des Moines:66.5%,West University Place:28.2%Des Moines:20.3%,West University Place:2.8%Des Moines:4.7%,Here:1.3%city:1.0%,Here:38.8%Des Moines:36.2%,West University Place:80.0%Des Moines:69.8%,West University Place:10.4%Des Moines:13.8%,Population: 147
Area: 0.213 square miles,Average household size:Westchester Manor:9.7 peopleDes Moines:2.5 people,Here:13.9city:1.3,This neighborhood:1.1Des Moines:2.0,Median age:Males:This neighborhood:53.9 yearsWhole city:33.1 years,Females:This neighborhood:50.3 yearsWhole city:35.7 years,"Westchester Manor:$67,163Des Moines:$49,203",Westchester Manor:$789Des Moines:$690,Males:145Females:192,Westchester Manor:11.4%city:18.9%,Westchester Manor:15.5%Des Moines:21.7%,Here:63.0%Des Moines:66.5%,Westchester Manor:23.6%Des Moines:20.3%,Westchester Manor:14.1%Des Moines:4.7%,Here:0.0%city:1.0%,Here:59.3%Des Moines:36.2%,Westchester Manor:62.8%Des Moines:69.8%,Westchester Manor:10.8%Des Moines:13.8%,Population: 337
Area: 0.180 square miles,,,,,,,,,,,,,,,,,,
Area: 0.091 square miles,,,,,,,,,,,,,,,,,,
Area: 0.062 square miles,,,,,,,,,,,,,,,,,,
Area: 1.128 square miles,Average household size:Westown:2.7 peopleWest Des Moines:2.3 people,Here:1.6city:1.4,This neighborhood:2.2West Des Moines:2.0,Median age:Males:This neighborhood:33.7 yearsWhole city:34.3 years,Females:This neighborhood:41.0 yearsWhole city:34.7 years,"Westown:$73,083West Des Moines:$70,906",Westown:$871West Des Moines:$843,Males:447Females:439,Westown:10.4%city:15.2%,Westown:12.6%West Des Moines:15.5%,Here:68.1%West Des Moines:64.2%,Westown:22.0%West Des Moines:24.4%,Westown:0.0%West Des Moines:1.8%,Here:0.1%city:0.8%,Here:64.1%West Des Moines:47.5%,Westown:66.9%West Des Moines:72.3%,Westown:3.2%West Des Moines:7.4%,Population: 887
Area: 0.133 square miles,,,,,,,,,,,,,,,,,,
Area: 0.773 square miles,Average household size:Westwood:2.5 peopleDes Moines:2.5 people,Here:1.5city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:35.8 yearsWhole city:33.1 years,Females:This neighborhood:38.0 yearsWhole city:35.7 years,"Westwood:$71,809Des Moines:$49,203",Westwood:$685Des Moines:$690,Males:763Females:773,Westwood:14.3%city:18.9%,Westwood:12.4%Des Moines:21.7%,Here:70.9%Des Moines:66.5%,Westwood:24.9%Des Moines:20.3%,Westwood:0.5%Des Moines:4.7%,Here:1.0%city:1.0%,Here:53.6%Des Moines:36.2%,Westwood:66.6%Des Moines:69.8%,Westwood:10.8%Des Moines:13.8%,"Population: 1,537"
Area: 0.042 square miles,Average household size:Wetmore:1.7 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:30.6 yearsWhole city:33.1 years,Females:This neighborhood:31.8 yearsWhole city:35.7 years,"Wetmore:$42,356Des Moines:$49,203",Wetmore:$625Des Moines:$690,Males:37Females:41,Wetmore:27.1%city:18.9%,Wetmore:26.1%Des Moines:21.7%,Here:59.0%Des Moines:66.5%,Wetmore:36.1%Des Moines:20.3%,Wetmore:0.0%Des Moines:4.7%,Here:0.0%city:1.0%,Here:20.1%Des Moines:36.2%,Wetmore:76.7%Des Moines:69.8%,Wetmore:18.7%Des Moines:13.8%,Population: 79
Area: 0.022 square miles,Average household size:Whispering Pines:2.3 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:2.2Des Moines:2.0,Median age:Males:This neighborhood:38.1 yearsWhole city:33.1 years,Females:This neighborhood:37.5 yearsWhole city:35.7 years,"Whispering Pines:$60,586Des Moines:$49,203",Whispering Pines:$659Des Moines:$690,Males:27Females:41,Whispering Pines:18.2%city:18.9%,Whispering Pines:11.5%Des Moines:21.7%,Here:61.9%Des Moines:66.5%,Whispering Pines:21.2%Des Moines:20.3%,Whispering Pines:4.6%Des Moines:4.7%,Here:0.1%city:1.0%,Here:48.7%Des Moines:36.2%,Whispering Pines:68.4%Des Moines:69.8%,Whispering Pines:17.4%Des Moines:13.8%,Population: 69
Area: 0.035 square miles,,,,,,,,,,,,,,,,,,
Area: 0.018 square miles,,,,,,,,,,,,,,,,,,
Area: 0.014 square miles,Average household size:Whitewood Knoll:3.5 peopleDes Moines:2.5 people,Here:1.4city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:18.8 yearsWhole city:33.1 years,Females:This neighborhood:24.9 yearsWhole city:35.7 years,"Whitewood Knoll:$46,635Des Moines:$49,203","Whitewood Knoll:$1,028Des Moines:$690",Males:49Females:38,Whitewood Knoll:28.8%city:18.9%,Whitewood Knoll:24.8%Des Moines:21.7%,Here:78.3%Des Moines:66.5%,Whitewood Knoll:18.6%Des Moines:20.3%,Whitewood Knoll:0.0%Des Moines:4.7%,Here:0.8%city:1.0%,Here:29.1%Des Moines:36.2%,Whitewood Knoll:80.6%Des Moines:69.8%,Whitewood Knoll:19.4%Des Moines:13.8%,Population: 88
Area: 0.017 square miles,Average household size:Willmore Wood:2.2 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:45.8 yearsWhole city:33.1 years,Females:This neighborhood:44.8 yearsWhole city:35.7 years,"Willmore Wood:$63,125Des Moines:$49,203",Willmore Wood:$763Des Moines:$690,Males:22Females:23,Willmore Wood:10.9%city:18.9%,Willmore Wood:22.0%Des Moines:21.7%,Here:71.5%Des Moines:66.5%,Willmore Wood:25.0%Des Moines:20.3%,Willmore Wood:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:38.6%Des Moines:36.2%,Willmore Wood:72.2%Des Moines:69.8%,Willmore Wood:6.5%Des Moines:13.8%,Population: 46
Area: 0.100 square miles,Average household size:Willoughby Acres:2.3 peopleDes Moines:2.5 people,Here:1.9city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:38.7 yearsWhole city:33.1 years,Females:This neighborhood:47.8 yearsWhole city:35.7 years,"Willoughby Acres:$47,237Des Moines:$49,203",Willoughby Acres:$841Des Moines:$690,Males:241Females:191,Willoughby Acres:7.5%city:18.9%,Willoughby Acres:24.9%Des Moines:21.7%,Here:73.9%Des Moines:66.5%,Willoughby Acres:20.7%Des Moines:20.3%,Willoughby Acres:2.7%Des Moines:4.7%,Here:0.5%city:1.0%,Here:41.7%Des Moines:36.2%,Willoughby Acres:71.3%Des Moines:69.8%,Willoughby Acres:8.5%Des Moines:13.8%,Population: 432
Area: 0.036 square miles,Average household size:Willow Crest:3.0 peopleWest Des Moines:2.3 people,Here:2.1city:1.4,This neighborhood:2.5West Des Moines:2.0,Median age:Males:This neighborhood:41.9 yearsWhole city:34.3 years,Females:This neighborhood:38.4 yearsWhole city:34.7 years,"Willow Crest:$99,821West Des Moines:$70,906",Willow Crest:$886West Des Moines:$843,Males:58Females:67,Willow Crest:9.0%city:15.2%,Willow Crest:14.2%West Des Moines:15.5%,Here:68.1%West Des Moines:64.2%,Willow Crest:22.0%West Des Moines:24.4%,Willow Crest:11.2%West Des Moines:1.8%,Here:0.1%city:0.8%,Here:81.8%West Des Moines:47.5%,Willow Crest:55.3%West Des Moines:72.3%,Willow Crest:0.9%West Des Moines:7.4%,Population: 126
Area: 0.066 square miles,Average household size:Windover Woods:2.2 peopleDes Moines:2.5 people,Here:1.4city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:36.8 yearsWhole city:33.1 years,Females:This neighborhood:51.0 yearsWhole city:35.7 years,"Windover Woods:$61,474Des Moines:$49,203",Windover Woods:$740Des Moines:$690,Males:45Females:40,Windover Woods:7.8%city:18.9%,Windover Woods:16.3%Des Moines:21.7%,Here:69.5%Des Moines:66.5%,Windover Woods:26.8%Des Moines:20.3%,Windover Woods:3.7%Des Moines:4.7%,Here:0.3%city:1.0%,Here:49.5%Des Moines:36.2%,Windover Woods:65.2%Des Moines:69.8%,Windover Woods:2.4%Des Moines:13.8%,Population: 85
Area: 0.272 square miles,Average household size:Windsor Park:2.3 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:37.3 yearsWhole city:33.1 years,Females:This neighborhood:37.8 yearsWhole city:35.7 years,"Windsor Park:$53,447Des Moines:$49,203",Windsor Park:$836Des Moines:$690,Males:374Females:374,Windsor Park:11.5%city:18.9%,Windsor Park:21.6%Des Moines:21.7%,Here:67.5%Des Moines:66.5%,Windsor Park:27.7%Des Moines:20.3%,Windsor Park:0.7%Des Moines:4.7%,Here:0.4%city:1.0%,Here:36.8%Des Moines:36.2%,Windsor Park:75.3%Des Moines:69.8%,Windsor Park:13.2%Des Moines:13.8%,Population: 748
Area: 0.034 square miles,Average household size:Windsor Square:2.2 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:44.6 yearsWhole city:33.1 years,Females:This neighborhood:42.8 yearsWhole city:35.7 years,"Windsor Square:$65,986Des Moines:$49,203",Windsor Square:$763Des Moines:$690,Males:46Females:49,Windsor Square:10.9%city:18.9%,Windsor Square:22.0%Des Moines:21.7%,Here:71.5%Des Moines:66.5%,Windsor Square:25.0%Des Moines:20.3%,Windsor Square:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:38.6%Des Moines:36.2%,Windsor Square:72.3%Des Moines:69.8%,Windsor Square:6.5%Des Moines:13.8%,Population: 95
Area: 0.063 square miles,,,,,,,,,,,,,,,,,,
Area: 0.142 square miles,,,,,,,,,,,,,,,,,,
Area: 0.019 square miles,Average household size:Wood View Acres:2.6 peopleDes Moines:2.5 people,Here:0.7city:1.3,This neighborhood:2.3Des Moines:2.0,Median age:Males:This neighborhood:33.5 yearsWhole city:33.1 years,Females:This neighborhood:25.4 yearsWhole city:35.7 years,"Wood View Acres:$58,438Des Moines:$49,203",Wood View Acres:$853Des Moines:$690,Males:12Females:14,Wood View Acres:18.6%city:18.9%,Wood View Acres:9.2%Des Moines:21.7%,Here:72.6%Des Moines:66.5%,Wood View Acres:20.7%Des Moines:20.3%,Wood View Acres:4.3%Des Moines:4.7%,Here:0.2%city:1.0%,Here:43.0%Des Moines:36.2%,Wood View Acres:61.1%Des Moines:69.8%,Wood View Acres:35.2%Des Moines:13.8%,Population: 26
Area: 0.034 square miles,,,,,,,,,,,,,,,,,,
Area: 0.438 square miles,Average household size:Woodland Heights:1.8 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:32.2 yearsWhole city:33.1 years,Females:This neighborhood:36.0 yearsWhole city:35.7 years,"Woodland Heights:$36,884Des Moines:$49,203",Woodland Heights:$667Des Moines:$690,"Males:1,264Females:1,394",Woodland Heights:20.9%city:18.9%,Woodland Heights:20.9%Des Moines:21.7%,Here:60.9%Des Moines:66.5%,Woodland Heights:31.8%Des Moines:20.3%,Woodland Heights:3.6%Des Moines:4.7%,Here:2.7%city:1.0%,Here:20.9%Des Moines:36.2%,Woodland Heights:54.2%Des Moines:69.8%,Woodland Heights:42.7%Des Moines:13.8%,"Population: 2,658"
Area: 0.211 square miles,Average household size:Woodland Heights:3.0 peopleWest Des Moines:2.3 people,Here:2.1city:1.4,This neighborhood:2.5West Des Moines:2.0,Median age:Males:This neighborhood:41.9 yearsWhole city:34.3 years,Females:This neighborhood:38.4 yearsWhole city:34.7 years,"Woodland Heights:$99,821West Des Moines:$70,906",Woodland Heights:$886West Des Moines:$843,Males:339Females:396,Woodland Heights:9.0%city:15.2%,Woodland Heights:14.2%West Des Moines:15.5%,Here:68.1%West Des Moines:64.2%,Woodland Heights:22.0%West Des Moines:24.4%,Woodland Heights:12.5%West Des Moines:1.8%,Here:0.1%city:0.8%,Here:81.8%West Des Moines:47.5%,Woodland Heights:55.3%West Des Moines:72.3%,Woodland Heights:0.9%West Des Moines:7.4%,Population: 736
Area: 0.037 square miles,,,,,,,,,,,,,,,,,,
Area: 0.047 square miles,Average household size:Woodland Place:1.8 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:37.8 yearsWhole city:33.1 years,Females:This neighborhood:54.1 yearsWhole city:35.7 years,"Woodland Place:$42,436Des Moines:$49,203",Woodland Place:$762Des Moines:$690,Males:135Females:139,Woodland Place:13.5%city:18.9%,Woodland Place:19.3%Des Moines:21.7%,Here:59.1%Des Moines:66.5%,Woodland Place:36.0%Des Moines:20.3%,,Here:3.1%city:1.0%,Here:25.2%Des Moines:36.2%,Woodland Place:46.2%Des Moines:69.8%,Woodland Place:6.6%Des Moines:13.8%,Population: 275
